Raman Shift / Pixel,Intensity
1130.3243986254297,3371.5
1129.4301546391753,3347.7
1128.535910652921,3385.0
1127.6416666666669,3341.2
1126.7474226804125,3384.1
1125.853178694158,3361.4
1124.9589347079038,3301.7
1124.0646907216496,3388.0
1123.1704467353952,3352.9
1122.276202749141,3349.0
1121.3819587628868,3351.2
1120.4877147766324,3396.4
1119.593470790378,3346.5
1118.6992268041238,3362.6
1117.8049828178696,3347.8
1116.9107388316152,3348.3
1116.016494845361,3374.7
1115.1222508591068,3379.5
1114.2280068728523,3376.8
1113.333762886598,3380.1
1112.4395189003437,3400.4
1111.5452749140895,3374.7
1110.651030927835,3357.5
1109.7567869415807,3378.0
1108.8625429553267,3355.2
1107.9682989690723,3356.7
1107.0740549828179,3379.9
1106.1798109965637,3345.0
1105.2855670103095,3380.7
1104.391323024055,3350.1
1103.4970790378006,3368.9
1102.6028350515464,3393.7
1101.7085910652922,3364.1
1100.8143470790378,3374.7
1099.9201030927836,3395.7
1099.0258591065294,3413.6
1098.131615120275,3379.3
1097.2373711340206,3373.1
1096.3431271477664,3393.6
1095.4488831615122,3403.5
1094.5546391752578,3397.1
1093.6603951890036,3369.3
1092.7661512027494,3422.8
1091.871907216495,3387.7
1090.9776632302405,3338.2
