x0000,y0000
1098.2301204819,8133.3
1097.3343373494,8015.5
1096.4385542169,8005.7
1095.5427710843,8112.2
1094.6469879518,8178.1
1093.7512048193,8258.
1092.8554216867,8308.8
1091.9596385542,8289.3
1091.0638554217,8429.3
1090.1680722892,8360.
1089.2722891566,8613.9
1088.3765060241,8474.5
1087.4807228916,8708.7
1086.5849397590,8813.7
1085.6891566265,8860.
1084.793373494,8889.6
1083.8975903614,8964.4
1083.0018072289,9072.4
1082.1060240964,9075.3
1081.2102409639,9232.4
1080.3144578313,9237.9
1079.4186746988,9492.5
1078.5228915663,9552.1
1077.6271084337,9825.4
1076.7313253012,9857.4
1075.8355421687,9935.8
1074.9397590361,10183.4
1074.0439759036,10054.1
1073.1481927711,10457.9
1072.2524096386,10459.
1071.3566265060,10599.9
1070.4608433735,10578.3
1069.565060241,11056.1
1068.6692771084,11250.2
1067.7734939759,11184.8
1066.8777108434,11330.1
1065.9819277108,11719.
1065.0861445783,11908.9
1064.1903614458,12151.3
1063.2945783133,12596.1
1062.3987951807,12584.2
1061.5030120482,12716.2
1060.6072289157,13257.7
1059.7114457831,13343.
1058.8156626506,13768.2
1057.9198795181,13596.3
1057.0240963855,14085.1
1056.1283132530,14422.8
1055.2325301205,14602.4
1054.336746988,15189.
1053.4409638554,15188.6
1052.5451807229,15459.9
1051.6493975904,16110.3
1050.7536144578,16668.7
1049.8578313253,16837.9
1048.9620481928,16932.4
1048.0662650602,17812.1
1047.1704819277,17884.
1046.2746987952,17919.4
1045.3789156627,18847.
1044.4831325301,19656.7
1043.5873493976,19665.4
1042.6915662651,19729.5
1041.7957831325,20271.
1040.9,21268.
1040.0042168675,21630.7
1039.1084337349,22253.8
1038.2126506024,22617.9
1037.3168674699,23017.9
1036.4210843373,23856.6
1035.5253012048,24508.
1034.6295180723,24993.6
1033.7337349398,25050.2
1032.8379518072,26111.2
1031.9421686747,26286.8
1031.0463855422,26682.6
1030.1506024096,27851.7
1029.2548192771,27849.9
1028.3590361446,28034.2
1027.4632530120,28051.1
1026.5674698795,28280.8
1025.671686747,28688.9
1024.7759036145,28911.1
1023.8801204819,27819.4
1022.9843373494,28401.8
